Player Name,Runs,Balls Faced,Strike Rate,Sixes,Fours,Threes,Twos,Ones,Dot Balls,Dismissals,Caught Out,Bowled,Run Out,LBW,Retired Hurt,Stumped,Caught and Bowled,Hit Wicket,Obstructed Field 
Sandeep Sharma,19.0,28.0,67.85714285714286,0.0,1.0,0.0,0.0,15.0,12.0,1.0,0,0,0,0,0,0,1,0,0
BR Dunk,40.0,36.0,111.11111111111113,0.0,7.0,0.0,3.0,6.0,20.0,3.0,2,1,0,0,0,0,0,0,0
RR Rossouw,53.0,51.0,103.921568627451,3.0,3.0,0.0,3.0,17.0,25.0,6.0,1,3,1,1,0,0,0,0,0
Shivam Sharma,5.0,3.0,166.66666666666669,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0
YS Chahal,2.0,3.0,66.66666666666666,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0
LMP Simmons,942.0,762.0,123.62204724409449,36.0,99.0,2.0,44.0,236.0,345.0,21.0,13,5,1,2,0,0,0,0,0
VH Zol,29.0,26.0,111.53846153846158,1.0,3.0,0.0,2.0,7.0,13.0,2.0,1,1,0,0,0,0,0,0,0
BCJ Cutting,73.0,43.0,169.76744186046508,7.0,4.0,0.0,3.0,9.0,20.0,3.0,1,0,1,0,0,1,0,0,0
Imran Tahir,18.0,23.0,78.26086956521739,0.0,3.0,0.0,1.0,4.0,15.0,4.0,2,1,1,0,0,0,0,0,0
BE Hendricks,1.0,3.0,33.33333333333333,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,1,0,0,0,0,0,0,0
S Gopal,14.0,27.0,51.85185185185186,0.0,1.0,0.0,0.0,10.0,16.0,2.0,1,0,1,0,0,0,0,0,0
M de Lange,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0
R Tewatia,16.0,13.0,123.07692307692308,1.0,0.0,0.0,3.0,4.0,5.0,1.0,1,0,0,0,0,0,0,0,0
JO Holder,38.0,32.0,118.75,2.0,4.0,0.0,2.0,6.0,18.0,5.0,3,0,2,0,0,0,0,0,0
Karanveer Singh,12.0,17.0,70.58823529411767,0.0,1.0,0.0,1.0,6.0,9.0,1.0,0,1,0,0,0,0,0,0,0
SS Iyer,469.0,406.0,115.51724137931036,22.0,43.0,0.0,18.0,129.0,194.0,19.0,11,4,0,3,0,0,1,0,0
DJ Hooda,295.0,224.0,131.69642857142858,16.0,15.0,0.0,25.0,89.0,79.0,20.0,11,4,2,1,0,1,0,1,0
Anureet Singh,18.0,31.0,58.064516129032256,1.0,0.0,0.0,0.0,12.0,18.0,3.0,2,1,0,0,0,0,0,0,0
KS Williamson,155.0,155.0,100.0,1.0,15.0,1.0,4.0,78.0,56.0,7.0,5,1,0,0,0,1,0,0,0
SA Abbott,15.0,13.0,115.38461538461536,1.0,1.0,0.0,1.0,3.0,7.0,1.0,1,0,0,0,0,0,0,0,0
J Suchith,48.0,33.0,145.45454545454547,2.0,4.0,0.0,5.0,10.0,12.0,1.0,1,0,0,0,0,0,0,0,0
RG More,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
HH Pandya,156.0,134.0,116.41791044776122,8.0,13.0,0.0,5.0,46.0,62.0,12.0,10,1,0,0,0,1,0,0,0
D Wiese,127.0,94.0,135.10638297872342,4.0,12.0,0.0,6.0,43.0,29.0,5.0,4,0,1,0,0,0,0,0,0
SN Khan,177.0,103.0,171.84466019417476,6.0,19.0,0.0,12.0,41.0,25.0,8.0,5,0,3,0,0,0,0,0,0
MJ McClenaghan,47.0,29.0,162.0689655172414,5.0,2.0,0.0,0.0,9.0,13.0,4.0,4,0,0,0,0,0,0,0,0
DJ Muthuswami,1.0,3.0,33.33333333333333,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0,1,0,0,0,0,0,0
PJ Cummins,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0
SN Thakur,7.0,6.0,116.66666666666669,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0,0,0,0,0,0,0,0,0
JC Buttler,255.0,189.0,134.92063492063494,11.0,23.0,0.0,14.0,69.0,72.0,11.0,7,1,0,1,0,1,1,0,0
CR Brathwaite,83.0,40.0,207.50000000000003,8.0,6.0,0.0,2.0,7.0,17.0,6.0,5,0,0,1,0,0,0,0,0
MP Stoinis,146.0,111.0,131.53153153153156,4.0,13.0,0.0,14.0,42.0,38.0,4.0,3,0,0,0,0,1,0,0,0
Ishan Kishan,42.0,41.0,102.43902439024393,0.0,5.0,0.0,3.0,16.0,17.0,4.0,2,0,2,0,0,0,0,0,0
C Munro,30.0,31.0,96.77419354838707,0.0,3.0,0.0,3.0,12.0,13.0,1.0,1,0,0,0,0,0,0,0,0
P Sahu,19.0,13.0,146.15384615384613,1.0,1.0,0.0,2.0,5.0,4.0,0.0,0,0,0,0,0,0,0,0,0
KH Pandya,237.0,127.0,186.6141732283465,13.0,22.0,2.0,13.0,39.0,38.0,5.0,3,2,0,0,0,0,0,0,0
AD Nath,20.0,27.0,74.07407407407408,0.0,1.0,0.0,3.0,10.0,13.0,3.0,2,1,0,0,0,0,0,0,0
MJ Guptill,57.0,55.0,103.63636363636364,3.0,3.0,2.0,1.0,19.0,27.0,3.0,3,0,0,0,0,0,0,0,0
KJ Abbott,13.0,8.0,162.5,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1,0,0,0,0,0,0,0,0
TM Head,54.0,42.0,128.57142857142858,2.0,3.0,0.0,7.0,16.0,14.0,2.0,1,0,1,0,0,0,0,0,0
M Ashwin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0
NS Naik,23.0,33.0,69.6969696969697,0.0,1.0,0.0,3.0,13.0,16.0,2.0,1,1,0,0,0,0,0,0,0
RR Pant,198.0,155.0,127.74193548387095,6.0,19.0,1.0,13.0,57.0,59.0,7.0,4,2,1,0,0,0,0,0,0
SW Billings,88.0,66.0,133.33333333333331,4.0,4.0,0.0,11.0,26.0,21.0,4.0,3,1,0,0,0,0,0,0,0
KC Cariappa,13.0,11.0,118.1818181818182,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0,1,0,0,0,0,0,0,0
PSP Handscomb,6.0,12.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1,0,0,0,0,0,0,0,0
Swapnil Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0
J Yadav,6.0,12.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,0,0,0,0,0,0,0,0
UT Khawaja,127.0,105.0,120.95238095238096,3.0,14.0,1.0,6.0,38.0,43.0,5.0,3,0,1,0,0,1,0,0,0
HM Amla,157.0,122.0,128.68852459016392,4.0,20.0,0.0,4.0,45.0,49.0,6.0,4,0,1,1,0,0,0,0,0
F Behardien,14.0,13.0,107.69230769230772,0.0,2.0,0.0,0.0,6.0,5.0,2.0,2,0,0,0,0,0,0,0,0
BB Sran,4.0,4.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0
A Zampa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0
N Rana,104.0,78.0,133.33333333333331,8.0,7.0,0.0,2.0,24.0,37.0,3.0,3,0,0,0,0,0,0,0,0
S Kaushik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0
ER Dwivedi,24.0,15.0,160.0,2.0,2.0,0.0,0.0,4.0,7.0,2.0,2,0,0,0,0,0,0,0,0
CJ Jordan,3.0,4.0,75.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0
